source_article,updated_label
"My father smoked four packs of cigarettes a day since age fourteen and lived until age sixty-nine. Therefore, smoking really can’t be that bad for you.",faulty generalization
"If we allow euthanasia, the next thing you know, murder will be legal.",faulty generalization
"Jason said that that was all cool and everything, but his grandfather smoked, like, 30 cigarettes a day and lived until 97 - so don't believe everything you read about meta analyses of methodologically sound studies showing proven causal relationships.",faulty generalization
"Because the last words spoken by either the pilot or co-pilot were ""Good night, Malaysia Three-Seven-Zero,"" the pilot fell asleep and accidentally crashed the plane into the ocean.",false causality
"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son! He is a good boy who just made a mistake!",intentional
Pamela is the class secretary. She says that she thinks that the class should do more service projects. Mark says he can't believe that Pamela doesn't support the annual school dance.,fallacy of extension
"There are seven windows given to animals in the domicile of the head: two nostrils, two eyes, two ears, and a mouth...From this and many other similarities in Nature, too tedious to enumerate, we gather that the number of planets must necessarily be seven.",fallacy of logic
Invoke shared values and principles. They call upon the audience’s sense of right and wrong.,fallacy of credibility
"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son!  He is a good boy who just made a mistake!",intentional
Of course we should buy an Apple computer whenever we need a new computer. We have been buying Apple as far back as anyone can remember!,fallacy of credibility
"The administration of echinocandins in this patient has been a very successful choice. Fever has subsided, along with the rest of the septic manifestations, in less than 48 hours. The chronological correlation suffices for me. I am convinced it was a fungal infection.",false causality
"Aaron Rodgers says you should get State Farm Insurance on your home, car, motorcycle, or trailer!",fallacy of credibility
"The museum's new gemstones and precious minerals exhibit needs more security guards. If you don't agree, then you must be planning to steal a piece of the exhibit.",false dilemma
"""That's why, under my plan, individuals will be required to carry basic health insurance -- just as most states require you to carry auto insurance. Likewise, businesses will be required to either offer their workers health care, or chip in to help cover the cost of their workers."" President Obama on Universal Health Coverage (some feel that health insurance and car insurance are different on many fundamental aspects, and this is a bad comparison)",fallacy of logic
"Doctors refer to medical books all the time when they are treating patients. In the same way, I should be allowed to use a text book in my medical exam.",fallacy of logic
"Mining may destroy the environment, but how about the people whose jobs will be affected? Should we ban it?",fallacy of relevance
"That lady had a rough day today. She woke up late, she was not able to eat breakfast, she missed the train and was late for work. My heart aches for this poor lady.",appeal to emotion
"Besides charities, comfort, community cohesion, rehabilitation, and helping children learn values, religion poisons everything.",faulty generalization
What is The Texas Sharpshooter?,intentional
"In Act 1, Juror Seven says, ""There are still eleven of us who think he's guilty. You're alone."" His attempt to use numbers to persuade Eight is:",ad populum
Happy families make happy children.,faulty generalization
"""We will teach this miserable traitor(Snowball) that he cannot undo our work so easily.""",ad hominem
"Hillary Clinton wants to take your guns away, and she wants to abolish the Second Amendment.",false dilemma
One day robots will enslave us all. It's true. My computer science teacher says so.,fallacy of credibility
"In this election, we've seen the highest voter turnout ever recorded. If you have any doubts about Tyler Espinoza's qualifications, just look at how many people have come out to vote for him.",ad populum
Won't you give the abandoned puppy a home?,appeal to emotion
"Asians make lousy athletes, but do well at the Math Olympiad.",faulty generalization
A woman decides to visit a certain doctor after only asking advice on the best doctors from ONE friend.,intentional
Being overweight leads to a shortened lifespan because it's unhealthy.,circular reasoning
"""Who are you to ask fast food restaurants to give us nutritional facts? I saw you eat Taco Bell last night!""",ad hominem
"""The BP Oil rig exploded causing many marine mammals to die."" This illustrates that the BP oil rig was bad and caused animals to die.",circular reasoning
"“Animal experimentation reduces our respect for life. If we don’t respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now.”",faulty generalization
"Witchcraft remains our most urgent spiritual problem because it threatens
our very souls.",circular reasoning
"The number of pirates in existence decreased as the global average temperature rose. Therefore, we can conclude that hotter weather reduces piracy.",circular reasoning
A real video game would include set goals!,intentional
"“I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I’ve had a cold, so it was really hard for me to study!”",appeal to emotion
"Which fallacy am I? Combining facts and evidence with words that stir up emotion, with the attempt to manipulate others into accepting the truth of the argument.",appeal to emotion
"You support capital punishment just because you want an “eye for an eye,” but I have several good reasons to believe that capital punishment is fundamentally wrong…",fallacy of extension
"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter. Therefore, he is honest and morally straight.
Explanation: What information was left out of the example is that this same candidate gives 10% of his income to needy prostitutes in exchange for services, goes to the bar every Sunday after church (and sometimes before), and only works at the homeless shelter to get clients for his drug dealing business.",intentional
"I’m know Joe Bob’s my boss, but I’m not going to take orders from someone who can’t even dress professionally for work.",ad hominem
"A year is 365 days long, so I celebrate my birthday every 365 days.",faulty generalization
Jim spends most of his spare time hiking and picking up rocks for his collection. He really should go to college and study to become a geologist.,fallacy of logic
"""Politician X is going to strip away your right to free speech!""",appeal to emotion
"Since your parents named you ‘Harvest,’ they must be farmers.",false causality
Over 5 million Filipinos use our products. It’s time to switch to our brand now!,ad populum
"Mr. Governor issues a proclamation for the people of his state to pray for rain.  Several months later, it rains.  Praise the gods!",false causality
"Jamila is running for class president. In her campaign speech she says, ""Xavier does not deserve to win. He is a smoker and He cheated on his reading quizzes last year."" What fallacy has Jamila committed?",ad hominem
"But you have to let me go to the party! If I don't go to the party, I'll be a loser with no friends. Next thing you know, I'll end up alone and jobless, living in your basement when I'm 30!",faulty generalization
Reduce complicated issues to only two possible courses of action.,false dilemma
"Water fluoridation affects the brain. Citywide, student’s test scores began to drop five months after fluoridation began.",false causality
"Speaker 1: I think we should lower the age of sexual consent to 16.
Speaker 2: 16 year olds are children. So, you think it’s OK for children to have sex? No, we shouldn’t lower the age of consent.",fallacy of extension
Word processed papers are clearer and more error-free than typed papers  because they make use of new technology.,fallacy of credibility
There is a global recession and more people are becoming hungry and desperate. Crimes of theft and robbery have been increasing at an alarming rate lately. The only way to solve this problem is by reinstating the death penalty,fallacy of relevance
"A logical fallacy that compares minor misdeeds with major atrocities, suggesting that both are equally immoral.",fallacy of relevance
"""If you don't cancel your cable, then..., then...., and you'll wake up in a ditch."" This is an example of...",faulty generalization
"You should always eat everything on your plate, think of all the children in Africa who doesn’t always have enough food.",appeal to emotion
All robin have red breasts,faulty generalization
"""Animal experimentation reduces our respect for life. If we don't respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now.""",faulty generalization
Check out the pretty lights.  Don’t look behind the curtain.,fallacy of relevance
"When Donald Trump called Hillary Clinton “Killary” to discredit her and her reputation as a presidential candidate, he committed which logical fallacy?",ad hominem
We know God exists because he made everything,circular reasoning
"The noble forefathers who created this great country did not fail; it is a great country now as it was then, by their very making.",ad hominem
"After surgery, my wife was not doing too well -- she was in a lot of pain.  I bought these magnetic wristbands that align with the body's natural vibrations to reduce the pain, and sure enough, a few days later the pain subsided!  Thank you magic wristbands!",false causality
"Before I refute my opponent's argument, I would like to draw attention to the fact that he is sweating and clearly does not have much experience on the debate team.",ad hominem
"“Caldwell Hall is in bad shape. Either we tear it down and put up a new building, or we continue to risk students’ safety. Obviously we shouldn’t risk anyone’s safety, so we must tear the building down.”",false dilemma
"Some of you have objected to the ethics of my clinic's buying those new test batteries. You claim that the new tests are unreliable, have no published norms, have never demonstrated validity, cannot be used by clients who are physically disabled, have been condemned as bogus by every major scientific organization, and were developed and sold by my brother-in-law, who unfortunately cannot be with us today due to a misunderstanding with his overly controlling and rigidly judgmental parole officer. What you have apparently failed to appreciate, however, is that these new tests are much easier to learn, can be administered and scored in a fraction of the time required by the old tests, and were so inexpensive compared to the old tests that I'll be able to give you each a bonus at the end of the month.",fallacy of relevance
"After Sally presents an eloquent and compelling case for a more equitable taxation system, Sam asks the audience whether we should believe anything from a woman who isn't married, was once arrested, and smells a bit weird.",ad hominem
"My family is this school's biggest donor so, you better think about that bad grade you gave me on my test.",appeal to emotion
"More and more people are buying sports utility vehicles. It is time you bought one, too!",ad populum
"Billy - ""An apple is a vegetable."" Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem
employs analogies between things that are not really alike,fallacy of logic
Which fallacy is used to attack a person's character,ad hominem
"""Since 88% of people polled believe in UFOs, they must exist.”",ad populum
"Bernice: Do you support Black Lives Matter?
Mildred: Of course, I do!
Bernice: Then you should support me looting that store.
Mildred: Wait... what?
",equivocation
"Since Anna Camacho became vice president of the parent-teacher association, student performance has declined and teacher morale is down. We on the school board believe that Camacho bears sole responsibility for the downtrend.",false causality
"Andy states that a Scotsman would never put sugar on his porridge. Dougal replies that he is a Scotsman and he does put sugar on his porridge. Andy counters that no true Scotsman puts sugar on his porridge.

Andy thus changes the terms of the argument, implying that Dougal is not a ""true"" Scotsman in order to support his own position.",intentional
"""I am not unmindful that some of you have come here out of great trials and tribulations. Some of you have come fresh from narrow jail cells. And some of you have come from areas where your quest -- quest for freedom left you battered by the storms of persecution and staggered by the winds of police brutality. You have been the veterans of creative suffering. Continue to work with the faith that unearned suffering is redemptive. Go back to Mississippi, go back to Alabama, go back to South Carolina, go back to Georgia, go back to Louisiana, go back to the slums and ghettos of our northern cities, knowing that somehow this situation can and will be changed.""  Which appeal is the primary appeal used in this quote?",appeal to emotion
The candidate for mayor was a really bad baseball player in college! Don't vote for him!,ad hominem
When someone says that what is true of something as a whole must also be true of each of its parts.,faulty generalization
"Jeannette has an upcoming exam in anatomy and physiology. It will cover the four chapters read and discussed over the last month. Jeannette hasn’t studied. Though there are well over 200 terms she will be expected to remember, Jeannette knows that her memory is great. She will remember the terms just from having heard them mentioned in class. After all, because of her excellent memory, she got through high school without studying. Despite her faith in her memory, her lack of studying results in an F on the exam.",appeal to emotion
Ignore any scientific ideas from anyone who didn’t get a Ph.D.,fallacy of credibility
Don’t waste your money on a home security system; master thieves will still be able to get into your house.,false dilemma
"If we can send a woman into outerspace and communicate with them while they are there, then surely we can learn to communicate with one another in our state.",fallacy of logic
"We admit that this measure is popular, but we also urge you to recognize that there are so many other bond issues on this ballot it is getting ridiculous.",fallacy of relevance
"""If you buy a computer, you will become smarter.""",fallacy of logic
It is ridiculous to have spent thousands of dollars to rescue those two whales trapped in the Arctic ice. Why look at all the people trapped in jobs they don’t like.,fallacy of relevance
A persuasive technique used in media messages that appeals to the “everyone is doing it” mentality,ad populum
"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch.",intentional
"Charlie: I think we should put more money into schools. Quality public education is so important.
Bob: So you're saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.",fallacy of extension
"Fred, do you still cheat on your girlfriend?",intentional
"Kirk drew a picture of a fish and a human and with effusive disdain asked Richard if he really thought we were stupid enough to believe that a fish somehow turned into a human through just, like, random things happening over time.",intentional
"Professor, please, PLEASE reconsider my grade on the Final! I know I only answered 7% of the questions correctly, but I didn’t really deserve an F! In the past week I sprained my ankle, my dog ran away, and my kitchen caught on fire! I think it’s only fair I get a chance to retake the test!",appeal to emotion
"""If you don't buy the warranty for your chromebook, you could find yourself without one for the rest of the schoolyear and having to pay thousands of dollars in expensive repairs"" IS an example of this fallacy.",appeal to emotion
"""Who is Sam Brownbeck, and why is he saying all those terrible things about rock lyrics? On Nov. 6, Brownbeck, an ambitious Kansas Republican ... convened a hearing billed as ""An Example of Violent Music Lyrics on Youth Behavior and Well Being ..."" Brownbeck's subcommittee, which supervises schools and streets in D.C., has much more important work to do, but the senator, who will run again in 1998, is clearly searching for an issue to give him national prominence.""",ad hominem
I believe in God because no one can prove that a god doesn't exist.,intentional
"Student: Logical Fallacies have nothing to do with my life and I don’t want to learn them!
Teacher: You are too young to understand why it’s important!
Estudiante: ¡Las falacias lógicas no tienen nada que ver con mi vida y no quiero aprenderlas!
Maestro: Eres demasiado joven para entender por qué es importanto!",ad hominem
"Person 1: I think pollution from humans contributes to climate change.

Person 2: So, you think humans are directly responsible for extreme weather, like hurricanes, and have caused the droughts in the southwestern U.S.?",fallacy of extension
"I was just on the phone with a Southerner, and I could barely keep up! All Southerners talk fast.",faulty generalization
"According to Freud, your belief in God stems from your need for a strong father figure. So don’t you see that it’s silly to continue believing in God?",ad hominem
"Adultery, as well as philandering, is wrong.
Therefore, we have no biological tendency for multiple sex partners.",fallacy of relevance
"I don't believe in God. One reason is that I think he is evil. And by the way, there is no such thing as ""evil;"" it is just our evaluation of what we believe is wrong.",fallacy of logic
"""Vote for Smith or live through four more years of higher taxes.""",false dilemma
A little boy says that his friends should not go swimming in a river because his Mama said there were germs in the river.,fallacy of credibility
People who don't like K-pop are racist.,ad hominem
"""I can't understand how such a low performance student is able to talk about politics"" is an example of",ad hominem
"If we don't control Covid-19, it could lead to millions of deaths. Wouldn't it make you sad to live in a country where that had happened?",appeal to emotion
"Medical expenses for the elderly continue to rise. If you don't buy long-term health insurance now, you probably won't be able to qualify once you're older. Sure, the insurance policy is a little expensive, but it's worth spending the money today so you don't go bankrupt in the future, becoming a burden to your family.",appeal to emotion
"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?

Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!",ad hominem
"“Oh, please. What would you know about labor laws? You don’t even have a job.”",ad hominem
"If indoor smoking laws are passed for bars, the bars will go out of business since people who drink, smoke while they drink.",faulty generalization
"Duke University has the best basketball player in the NCAA, therefore they will win the tournament this year.",faulty generalization
"How do you expect me to support a school voucher program? Soon, all of our inner-city schools will have no money left, our children will give up hope, and the entire education system will collapse. No, there's no way I could support a program that will do all that.",fallacy of extension
You have a friend who claims that cats like to go to windows and watch sunsets because that is what her cats does. What fallacy has she committed?,faulty generalization
"The Soviet Union collapsed after taking up atheism. Therefore, we must avoid atheism for the same reasons.",false causality
"""Your honor, I believe that we won this case. Look at the opposite camp; they were late for today's hearing!""",fallacy of relevance
"I had this book that proved that leprechauns are real and have been empirically verified by scientists, but I lost it.  I forgot the name of it as well -- and who the author was.",equivocation
"""All Muslims are terrorists"" is an example of",faulty generalization
Love America or leave it.,false dilemma
"The reason the firmament, a tent-like structure that kept the “waters above” from flooding the earth as described in the Bible, is no longer there today, is because it was destroyed during Noah’s flood.
",circular reasoning
"The new iPhone comes out this weekend! If you don't get it, you're not cool!",ad populum
"Free speech is good not just for the individual, but for all of society. After all, it's in the interest of the community that everyone should be at liberty to express his or her beliefs.",circular reasoning
"In an example used by Sigmund Freud in The Interpretation of Dreams, a man accused by his neighbor of having returned a kettle in a damaged condition offered three arguments:
That he had returned the kettle undamaged;
That it was already damaged when he borrowed it;
That he had never borrowed it in the first place.
",fallacy of logic
"A cloud is 90 percent water; a watermelon is 90 percent water. Therefore, since a plane can fly through a cloud, a plane can fly through a watermelon.",fallacy of logic
"People generally like to walk on the beach.  Beaches have sand.  Therefore, having sand floors in homes would be a great idea!",fallacy of logic
"“Andrea Dworkin has written several books arguing that pornography harms women. But Dworkin is just ugly and bitter, so why should we listen to her?”",ad hominem
You said that 'runs' occur to statistically independent phenomena such as roulette wheel spins.,ad populum
"When the new administration came on campus, test scores increased and attendance improved.",false causality
This is an example of,false dilemma
Doing something because everyone else is doing it,ad populum
"""Annie must like Starbucks because all white girls like Starbucks.""",faulty generalization
"""My uncle eats pizza and cake and he is thin. Pizza and cake aren’t the cause of obesity. "" is an example of",faulty generalization
"The last Democrat winner of the New Hampshire primary won the general election. This year, the winner of the New Hampshire primary will win the general election.",faulty generalization
"“Everyone else is doing it, so should you”.",ad populum
"I am going to bed or watching TV.  I am exhausted, so I will go to bed; therefore, I cannot watch TV.",fallacy of logic
"If you don't start recycling now, our entire planet will be destroyed in ten years.",appeal to emotion
"Since Samantha got that new apron, she hasn't burned any cookies. That new apron sure does help her cooking!",false causality
"The city should not be singling out our company's problems at our chemical storage facilities, when the EPA records indicate the city's very own landfill has been cited as needing improvements. The council needs to clean up its own mess, before they go after us.",fallacy of relevance
"Anthony and Marie have a heated argument. During their fight, Anthony tells Marie that he hates her and wished that she would get hit by a bus. Later that evening, Anthony receives a call from a friend who tells him that Marie is in the hospital because she was struck by a bus. Anthony immediately blames himself and reasons that if he hadn't made that comment during their fight, Marie would not have been hit. What logical fallacy has Anthony committed?
http://www.funtrivia.com",false causality
Girls should not be allowed . to try out as kickers for school football teams because girls are not very athletic.,faulty generalization
"“Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.”
What fallacy is this an example of?",false causality
"""If we don't adopt that puppy today, they might put him down. Do you want to be responsible for that?"" Exclaimed Yasir.",appeal to emotion
"Your mom thinks you spend too much time playing video games. You bring up that
she spends too much time shopping.",fallacy of relevance
"Hundreds of thousands of animals are being tortured and killed every year, and for what? So that we can modernize our beauty products and overstock our grocery stores?",appeal to emotion
"One pill is good, two will be better",appeal to emotion
"World-renowned physicist Dr. Patricia Mitchell assures me that exposure to natural sunlight, even exposure resulting in mild sunburn, is still significantly less of a cancer risk than brief exposure to the artificial light in a tanning bed. So I make sure to tell all of my friends that if they’re looking to get a tan this summer they should do it outdoors, and not at the tanning salon!",fallacy of credibility
"""Every time my sister uses hairspray, it is an extremely hot day"" is an example of",false causality
Studies show it takes up to seven years for the human body to digest a piece of gum.,fallacy of credibility
I sneezed at the same time the power went off. My sneeze did something to make the power go off.,false causality
"I guess I should buy my 12-year-old daughter an iPhone. Everyone at her new school has one, and I want her to fit in with the other kids.",ad populum
"Each brick in that building weighs less than a pound.  Therefore, the building weighs less than a pound.Example #2:
Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.",faulty generalization
Pre-AP kids are smart and creative.,faulty generalization
Layla is a liar! She should not be trusted to be president for student council!,ad hominem
"“Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, I believe it's true.”",fallacy of credibility
Using a double standard or arguing for an unjustified exception.,intentional
"In the space of a couple of days, Alastair Campbell has managed to turn an argument about the way the government presented its case for war in Iraq into an entirely different dispute about the way the BBC covered what was going on in Whitehall at the time.",fallacy of relevance
"Our country is certainly in terrible shape.  Sure, we still have all kinds of freedoms, cultural diversity, emergency rooms and trauma care, agencies like the FDA out to protect us, the entertainment industry, a free market, national parks, we are considered the most powerful nation in the world, have amazing opportunities, and free public education, but still...",faulty generalization
"Charlie: I think we should put more money into schools. Quality public education is so important.

Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.",fallacy of extension
"""Every 0.008 seconds in the United States, a teen accidentally shatters his/her phone screen. You can help put an end to these devastating tragedies: donate now to my Kickstarter fund, the new Bubble-wrap Phone Case X.""",appeal to emotion
Compares minor problems with much more serious crimes,fallacy of relevance
"Fred, the Australian, stole my wallet. Thus, all Australians are thieves.",faulty generalization
The news is fake because so much of the news is fake.,circular reasoning
"I ask all employees to vote for my chosen candidate in the upcoming elections. If the other candidate wins, he will raise taxes and many of you will lose your jobs.",appeal to emotion
"We haven’t proven aliens didn’t create life on earth, so aliens created life on earth.",intentional
"I believe that when we die, we will spend eternity reading books and learning more about writing composition. I am so comforted by this belief!",appeal to emotion
I met a rude person from France yesterday. I guess all French people are rude.,faulty generalization
There is no intervention for victims of domestic violence that has more empirical support from controlled studies than this one. It is clear that this is the right way to address this problem and we should all be providing this therapy whenever victims of domestic violence come to us for help.,fallacy of credibility
"""You are either with me or against me!"" is an example of which fallacy?",false dilemma
"“We should abolish the death penalty. Many respected people, such as actor Guy Handsome, have publicly stated their opposition to it.”",fallacy of credibility
", rather than on his arguments or opinions.",ad hominem
"Saying things like ""ALL teenagers are irresponsible"" would be an example of which type of fallacy?",faulty generalization
"We know God exists because we can see the perfect order of His Creation, an order which demonstrates supernatural intelligence in its design.",circular reasoning
"I broke a mirror earlier in the day, and then I received an F on my history final. Therefore, I received the F because I broke the mirror.",false causality
"during the presidential campaign of 1800, John Adams was called 'a fool, a gross hypocrite and an unprincipled oppressor.' His rival, Thomas Jefferson, on the other hand, was deemed 'an uncivilized atheist, anti-American, a tool for the godless French.'",ad hominem
"Lolita: Since about half the people in the world are female, the chances of the next person to walk out that door being female is about 50/50.
Celina: Do you realize that is the door to Dr. Vulvastein, the gynecologist?",false causality
You can't be my partner in class because you didn't donate to the Hurricane Sandy fundraiser.,ad hominem
"I saw Ashton Kutcher in a prescription drug commercial, therefore it has to be an effective drug.",fallacy of credibility
"""Everytime I wash my car it rains, therefore, washing my car makes it rain.""",false causality
Eat lamb--could thousands of coyotes be wrong?,ad populum
"""J.K Rowling is a wonderful writer because she writes so well"" is an example of what?",circular reasoning
"to define a person based on faulty opinions derived by judgments made about a group, a class, or race of people",faulty generalization
That's what you'd expect someone like him/her to say,ad hominem
The numbers on gun violence speak for themselves. We should ban guns in the country!,faulty generalization
"One of our clients doubled their conversions after changing all their landing page text to bright red. Therefore, changing all text to red is a proven way to double conversions.",faulty generalization
"After Jhon said that we should put more money into health and education, Warren responded by saying that he was surprised that Jhon hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of extension
"I have a red car. My car was in a wreck. Therefore, all red cars get wrecked.",faulty generalization
"Billy - ""An apple is a vegetable.""  Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem
"You should never gamble! Once you start gambling you find it hard to stop. Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction.",faulty generalization
"Speaker 1: We should have single payer, government funded health care. That would be the best solution to the health care crisis in our country.
Speaker 2: You voted for Bernie Sanders. You’re probably a communist.",ad hominem
"Cell phones, high-tech devices that cause severe distractions and cyberbullying should be banned in schools.",circular reasoning
"All hotdogs are fast food.
No hamburgers are hotdogs.
Therefore, no hamburgers are fast food.",fallacy of logic
Americans should give money to charity because it is the right thing to do.,circular reasoning
The speaker/author chooses a deliberately (on purpose) bad or oversimplified example in order to ridicule (make fun of) or refute (prove wrong) an idea,fallacy of extension
You know Jane Fonda’s exercise video’s must be worth the money. Look at the great shape she’s in.,false causality
Families communicate less and less in the past forty years since feminism became mainstream. Feminism is to blame for this deterioration in the family.,false causality
"If you choose not to administer triple antibiotic coverage for this patient with severe and extensive burns, you will be held responsible for any infectious complications that might eventually arise.",appeal to emotion
"Many homosexuals have AIDS. Therefore, homosexuality causes AIDS.",false causality
Jimmy isn’t at school today. He must be on a family trip.,false causality
"Some students who attend tutoring over the summer are not very intelligent. Since Beth attended summer tutoring, she is not a very good student.",faulty generalization
"The statement ""you are not really an American if you are vegetarian"" is an example of which fallacy?",intentional
"""I know I made a bad decision, but look at how hard I tried.""
This helps manipulators to avoid taking responsibility for their actions.",appeal to emotion
Best Buy is the best electronics store because people line up outside of it on Black Friday.,ad populum
All four year olds talk too much.,faulty generalization
"Pamela never lies. She told me herself, so it must be true.",circular reasoning
"Sure, we haven't given raises in over five years to our employees, but we work really hard to make a good product. We try to ensure the best customer service, too.",fallacy of relevance
Senator Li announced today that she plans to cut funding to early childhood education programs. The last thing we need is a government official who hates children!,fallacy of extension
Either we ban teenagers from possessing cell phones or we continue to let thousands of young students fail their classes.,false dilemma
You either support Hillary Clinton for President or you don't believe in women's rights,false dilemma
Why did the blonde cross the road?  Because she saw a shoe sale!,faulty generalization
The President said he will not allow disrespectful dissent.,circular reasoning
"We cannot listen to John’s opinion on global warming because he is a tree hugger.
No podemos escuchar la opinión de John sobre el calentamiento global porque es un abrazador de árboles.",ad hominem
"""You're not feeling well because you use your phone so much.""",false causality
"As a police officer who has worked for the city for 15 years, I have been a witness to distracted drivers and something needs to be done.",fallacy of credibility
Never be kind and generous to the poor. They’ll come to expect your help always and never learn to contribute to society.,faulty generalization
Fred the Australian stole my wallet. All Australians are thieves!,faulty generalization
(Are the things being compared even similar? Does that prove anything?),fallacy of logic
"""If you don't believe in God, you'll go to hell!"" is an example of:",appeal to emotion
"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students. What error in reasoning has Jeff made?http://www.funtrivia.com",faulty generalization
"If the ozone layer is destroyed, many people will get cancer and suffer from other illnesses.  The ozone layer is being protected, not destroyed.  So, many people will be spared the pain of cancer and other illnesses.",fallacy of logic
"Look, you are going to have to make up your mind. Either you decide that you can afford this stereo, or you decide you are going to do without music for a while.",false dilemma
Caroline says that she is going to have lunch with the new girl. Jenna says that she can't believe that Caroline is ditching her old friends for the new girl.,fallacy of extension
"If you don't pay taxes, you don't deserve the right to vote.",false dilemma
"We don't know for sure that phones lower students' success levels, so there's no need to ban them.",intentional
SM 10: Local talk show host saying we are on the verge of a nuclear war leading to sitting in a basement for months.,fallacy of credibility
Killing thousands of people as a result of drug war campaign is not a crime to humanity because millions of Filipino support it.,ad populum
"""I see no reason to listen to Smith. Anything he says will be influenced by his interest in civil rights. His statements are bound to be distorted and unreliable.""

What logical fallacy is used in the statement above?",ad hominem
"""Chick-Fil-A is the greatest food chain in existence. Look at the crowds!""",ad populum
You've got to donate to the hockey team. They are helping build schools in Uganda. Imagine all of those poor and hungry kids there.,appeal to emotion
"""If you believe that I am wrong, prove to me that I am.""",intentional
This movie was #1 at the box office last weekend! That means it must be really good!,ad populum
"Marty: Doc, I'm from the future. I came here in a time machine that you invented. Now, I need your help to get back to the year 1985.
Doc: I've had enough practical jokes for one evening. Good night, future boy!",intentional
I met a tall man who loved to eat cheese. Now I believe that all tall people like cheese.,faulty generalization
I am only slightly obese.  That is perfectly normal here in America.,intentional
"SuperCyberDate.con determined that Sally and Billy are a great match because they both like pizza, movies, junk food, Janet Jackson, and vote republican. What SuperCyberDate.con did not take into consideration were the 245 other likes and dislikes that were very different for both Sally and Billy—such as the fact that Billy is gay",intentional
"During the early 2000s, the search for a cause of autism led to vaccines, though no scientific link has been found between the administration of vaccines and the onset of autism. The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation.",false causality
"Martin: All white people are not racists.
Charlie: Yes they are. You just believe that because you are white.
",ad hominem
aliens must have visited Earth,fallacy of logic
A recent study found that there are plenty of scientists who disagree with the consensus position on this phenomenon.,intentional
I have been accused of using an ad hominem approach in trying to defend my research. But those who attack me and my research are also using ad hominem. And they started it!,ad hominem
"X has been around for years now.
Y is new.
Therefore, Y is better than X.",fallacy of credibility
"My wife wants to talk about cleaning out the garage, so I asked her what she wants to do with our patio furniture. Now she's shopping for new patio furniture and not asking me about the garage.",fallacy of relevance
"Jordan: Dad, why do I have to spend my summer at Jesus camp?
Dad: Because if you don’t, you will spend your entire summer in your room with nothing but your Bible!
",appeal to emotion
"If I don't take this AP class, then I won't do well on the AP exam. If I don't do well on the AP exam, then I can't get into a good college. If I can't get into a good college, then I won't be able to get a good job. If I can't get a good job then I'll have to live in my parents' basement forever. Guess I'll sign up for the AP class.",faulty generalization
See the movie that everybody's talking about,ad populum
"""Don't make me angry; you won't like me when I'm angry.""",appeal to emotion
"""Men are human. Mary is a human. Therefore, Mary is a man.""",fallacy of logic
"Lebron James, one of the most decorated basketball players of all time, says you need to eat breakfast so you need to eat breakfast",fallacy of credibility
Shakira is the best singer in the world because she is the most talented singer there is.,circular reasoning
"You should never gamble. Once you start gambling you find it hard to stop. Soon you are spending all your money on gambling, and eventually you will turn to crime to support your earnings.",faulty generalization
"My opponent raises a good point, but can we really trust him? I mean, he moved to this town only two years ago and everyone knows that his wife left him.",ad hominem
"Dustin: ""Why do you always deflect the argument by insulting me?""
Ann: ""You're ugly and poor!""",ad hominem
claiming that an idea or belief is true simply because it is what most people believe,ad populum
"The mother of a young child tells him to go to bed, and he begins to ask questions, say that he is hungry, or say that he needs to go to the bathroom-all to avoid bed and distract mom.",fallacy of relevance
She's wearing red shoes. Her favorite color must be red.,fallacy of logic
